date,region_name,value
2025-09-27,San Miguel,102567
2025-09-27,Sonsonate,85234
2025-09-27,La Paz,63456
2025-09-27,Usulután,61567
2025-09-27,Chalatenango,56567
2025-09-27,Cuscatlán,64123
2025-09-27,Ahuachapán,68567
2025-09-27,Morazán,52567
2025-09-27,La Unión,73567
2025-09-27,San Vicente,60234
2025-09-27,Cabañas,51567
2025-09-28,San Salvador,133567
2025-09-28,La Libertad,90234
2025-09-28,Santa Ana,101567
2025-09-28,San Miguel,93567
2025-09-28,Sonsonate,77567
2025-09-28,La Paz,57890
2025-09-28,Usulután,56123
2025-09-28,Chalatenango,51890
2025-09-28,Cuscatlán,59123
2025-09-28,Ahuachapán,62567
2025-09-28,Morazán,48123
2025-09-28,La Unión,67567
2025-09-28,San Vicente,55234
2025-09-28,Cabañas,47234
2025-09-29,San Salvador,129890
2025-09-29,La Libertad,87567
2025-09-29,Santa Ana,98234
2025-09-29,San Miguel,90890
2025-09-29,Sonsonate,74890
2025-09-29,La Paz,56234
2025-09-29,Usulután,54567
2025-09-29,Chalatenango,50234
2025-09-29,Cuscatlán,57567
2025-09-29,Ahuachapán,60890
2025-09-29,Morazán,46890
2025-09-29,La Unión,65890
2025-09-29,San Vicente,53890
2025-09-29,Cabañas,45890
2025-09-30,San Salvador,141890
2025-09-30,La Libertad,96890
2025-09-30,Santa Ana,108234
2025-09-30,San Miguel,99890
2025-09-30,Sonsonate,82890
2025-09-30,La Paz,61567
2025-09-30,Usulután,59890
2025-09-30,Chalatenango,55123
2025-09-30,Cuscatlán,62234
2025-09-30,Ahuachapán,66890
2025-09-30,Morazán,51123
2025-09-30,La Unión,71890
2025-09-30,San Vicente,58890
2025-09-30,Cabañas,50123
2025-10-01,San Salvador,137567
2025-10-01,La Libertad,93234
2025-10-01,Santa Ana,104890
2025-10-01,San Miguel,96456
2025-10-01,Sonsonate,80234
2025-10-01,La Paz,59890
2025-10-01,Usulután,58123
2025-10-01,Chalatenango,53567
2025-10-01,Cuscatlán,60567
2025-10-01,Ahuachapán,64890
2025-10-01,Morazán,49567
2025-10-01,La Unión,69890
2025-10-01,San Vicente,57123
2025-10-01,Cabañas,48567
2025-10-02,San Salvador,144567
2025-10-02,La Libertad,97890
2025-10-02,Santa Ana,109567
2025-10-02,San Miguel,100890
2025-10-02,Sonsonate,83890
2025-10-02,La Paz,62234
2025-10-02,Usulután,60456
2025-10-02,Chalatenango,55890
2025-10-02,Cuscatlán,62890
2025-10-02,Ahuachapán,67567
2025-10-02,Morazán,51890
2025-10-02,La Unión,72567
2025-10-02,San Vicente,59456
2025-10-02,Cabañas,50890
2025-10-03,San Salvador,140234
2025-10-03,La Libertad,95567
2025-10-03,Santa Ana,107234
2025-10-03,San Miguel,98890
2025-10-03,Sonsonate,81890
2025-10-03,La Paz,60890
2025-10-03,Usulután,59234
2025-10-03,Chalatenango,54567
2025-10-03,Cuscatlán,61890
2025-10-03,Ahuachapán,66234
2025-10-03,Morazán,50567
2025-10-03,La Unión,70890
2025-10-03,San Vicente,58234
2025-10-03,Cabañas,49567
2025-10-04,San Salvador,147890
2025-10-04,La Libertad,100234
2025-10-04,Santa Ana,112567
2025-10-04,San Miguel,103890
2025-10-04,Sonsonate,86234
2025-10-04,La Paz,64123
2025-10-04,Usulután,62234
2025-10-04,Chalatenango,57234
2025-10-04,Cuscatlán,64890
2025-10-04,Ahuachapán,69234
2025-10-04,Morazán,53123
2025-10-04,La Unión,74234
2025-10-04,San Vicente,60890
2025-10-04,Cabañas,52123
2025-10-05,San Salvador,134890
2025-10-05,La Libertad,91567
2025-10-05,Santa Ana,102890
2025-10-05,San Miguel,94890
2025-10-05,Sonsonate,78890
2025-10-05,La Paz,58567
2025-10-05,Usulután,56890
2025-10-05,Chalatenango,52567
2025-10-05,Cuscatlán,59567
2025-10-05,Ahuachapán,63890
2025-10-05,Morazán,48567
2025-10-05,La Unión,68567
2025-10-05,San Vicente,56123
2025-10-05,Cabañas,47567
2025-10-06,San Salvador,131234
2025-10-06,La Libertad,88890
2025-10-06,Santa Ana,99890
2025-10-06,San Miguel,92234
2025-10-06,Sonsonate,76234
2025-10-06,La Paz,56890
2025-10-06,Usulután,55234
2025-10-06,Chalatenango,50890
2025-10-06,Cuscatlán,58234
2025-10-06,Ahuachapán,61567
2025-10-06,Morazán,47234
2025-10-06,La Unión,66567
2025-10-06,San Vicente,54567
2025-10-06,Cabañas,46234
2025-10-07,San Salvador,142890
2025-10-07,La Libertad,96567
2025-10-07,Santa Ana,108567
2025-10-07,San Miguel,100567
2025-10-07,Sonsonate,83567
2025-10-07,La Paz,62567
2025-10-07,Usulután,60890
2025-10-07,Chalatenango,55890
2025-10-07,Cuscatlán,62567
2025-10-07,Ahuachapán,67123
2025-10-07,Morazán,51567
2025-10-07,La Unión,72123
2025-10-07,San Vicente,59234
2025-10-07,Cabañas,50567
2025-10-08,San Salvador,138890
2025-10-08,La Libertad,94567
2025-10-08,Santa Ana,106234
2025-10-08,San Miguel,97890
2025-10-08,Sonsonate,81234
2025-10-08,La Paz,60456
2025-10-08,Usulután,58890
2025-10-08,Chalatenango,54234
2025-10-08,Cuscatlán,61234
2025-10-08,Ahuachapán,65567
2025-10-08,Morazán,50123
2025-10-08,La Unión,70456
2025-10-08,San Vicente,57890
2025-10-08,Cabañas,49123
2025-10-09,San Salvador,145890
2025-10-09,La Libertad,98890
2025-10-09,Santa Ana,110890
2025-10-09,San Miguel,102234
2025-10-09,Sonsonate,84890
2025-10-09,La Paz,63123
2025-10-09,Usulután,61234
2025-10-09,Chalatenango,56234
2025-10-09,Cuscatlán,63567
2025-10-09,Ahuachapán,68234
2025-10-09,Morazán,52234
2025-10-09,La Unión,73234
2025-10-09,San Vicente,59890
2025-10-09,Cabañas,51234
2025-10-10,San Salvador,141567
2025-10-10,La Libertad,96234
2025-10-10,Santa Ana,107890
2025-10-10,San Miguel,99567
2025-10-10,Sonsonate,82567
2025-10-10,La Paz,61234
2025-10-10,Usulután,59567
2025-10-10,Chalatenango,54890
2025-10-10,Cuscatlán,62123
2025-10-10,Ahuachapán,66567
2025-10-10,Morazán,50890
2025-10-10,La Unión,71567
2025-10-10,San Vicente,58567
2025-10-10,Cabañas,49890
2025-10-11,San Salvador,149234
2025-10-11,La Libertad,101567
2025-10-11,Santa Ana,113890
2025-10-11,San Miguel,105234
2025-10-11,Sonsonate,87234
2025-10-11,La Paz,64890
2025-10-11,Usulután,62890
2025-10-11,Chalatenango,57890
2025-10-11,Cuscatlán,65234
2025-10-11,Ahuachapán,69890
2025-10-11,Morazán,53567
2025-10-11,La Unión,74890
2025-10-11,San Vicente,61234
2025-10-11,Cabañas,52567
2025-10-12,San Salvador,136234
2025-10-12,La Libertad,92567
2025-10-12,Santa Ana,104234
2025-10-12,San Miguel,96123
2025-10-12,Sonsonate,79890
2025-10-12,La Paz,59456
2025-10-12,Usulután,57567
2025-10-12,Chalatenango,53234
2025-10-12,Cuscatlán,60123
2025-10-12,Ahuachapán,64456
2025-10-12,Morazán,49123
2025-10-12,La Unión,69234
2025-10-12,San Vicente,56789
2025-10-12,Cabañas,48123
2025-10-13,San Salvador,132890
2025-10-13,La Libertad,89890
2025-10-13,Santa Ana,100890
2025-10-13,San Miguel,93234
2025-10-13,Sonsonate,77234
2025-10-13,La Paz,57567
2025-10-13,Usulután,55890
2025-10-13,Chalatenango,51567
2025-10-13,Cuscatlán,58890
2025-10-13,Ahuachapán,62234
2025-10-13,Morazán,47567
2025-10-13,La Unión,67234
2025-10-13,San Vicente,55123
2025-10-13,Cabañas,46567
2025-10-14,San Salvador,143234
2025-10-14,La Libertad,97567
2025-10-14,Santa Ana,109234
2025-10-14,San Miguel,101234
2025-10-14,Sonsonate,84234
2025-10-14,La Paz,62890
2025-10-14,Usulután,61123
2025-10-14,Chalatenango,56123
2025-10-14,Cuscatlán,63234
2025-10-14,Ahuachapán,67890
2025-10-14,Morazán,52123
2025-10-14,La Unión,72890
2025-10-14,San Vicente,59890
2025-10-14,Cabañas,51123
2025-10-15,San Salvador,139890
2025-10-15,La Libertad,95234
2025-10-15,Santa Ana,106890
2025-10-15,San Miguel,98567
2025-10-15,Sonsonate,81890
2025-10-15,La Paz,60890
2025-10-15,Usulután,59234
2025-10-15,Chalatenango,54890
2025-10-15,Cuscatlán,61890
2025-10-15,Ahuachapán,66123
2025-10-15,Morazán,50567
2025-10-15,La Unión,71234
2025-10-15,San Vicente,58567
2025-10-15,Cabañas,49890
