date,region_name,value
2025-10-12,San Vicente,0.8
2025-10-12,La Unión,0
2025-10-12,Cabañas,0.9
2025-10-13,San Salvador,0
2025-10-13,Santa Ana,0
2025-10-13,San Miguel,0.6
2025-10-13,La Libertad,0.8
2025-10-13,Sonsonate,0
2025-10-13,Usulután,0.6
2025-10-13,La Paz,2.3
2025-10-13,Cuscatlán,0.8
2025-10-13,Ahuachapán,1.5
2025-10-13,Chalatenango,0
2025-10-13,Morazán,0.5
2025-10-13,San Vicente,0
2025-10-13,La Unión,0.4
2025-10-13,Cabañas,5.4
2025-10-14,San Salvador,2.5
2025-10-14,Santa Ana,0
2025-10-14,San Miguel,0
2025-10-14,La Libertad,0
2025-10-14,Sonsonate,4.5
2025-10-14,Usulután,3.6
2025-10-14,La Paz,4.1
2025-10-14,Cuscatlán,4.7
2025-10-14,Ahuachapán,1.6
2025-10-14,Chalatenango,1.1
2025-10-14,Morazán,1.8
2025-10-14,San Vicente,0
2025-10-14,La Unión,0.4
2025-10-14,Cabañas,0.9
2025-10-15,San Salvador,0
2025-10-15,Santa Ana,0
2025-10-15,San Miguel,2.1
2025-10-15,La Libertad,5
2025-10-15,Sonsonate,4.4
2025-10-15,Usulután,2
2025-10-15,La Paz,0.7
2025-10-15,Cuscatlán,4.6
2025-10-15,Ahuachapán,1.5
2025-10-15,Chalatenango,6.8
2025-10-15,Morazán,1.8
2025-10-15,San Vicente,0
2025-10-15,La Unión,0
2025-10-15,Cabañas,0.9
2025-10-16,San Salvador,2.4
2025-10-16,Santa Ana,0.9
2025-10-16,San Miguel,0.6
2025-10-16,La Libertad,2.7
2025-10-16,Sonsonate,0
2025-10-16,Usulután,0.6
2025-10-16,La Paz,2.2
2025-10-16,Cuscatlán,2.5
2025-10-16,Ahuachapán,0
2025-10-16,Chalatenango,0
2025-10-16,Morazán,0
2025-10-16,San Vicente,0
2025-10-16,La Unión,0
2025-10-16,Cabañas,0
2025-10-17,San Salvador,0.7
2025-10-17,Santa Ana,2.9
2025-10-17,San Miguel,0.6
2025-10-17,La Libertad,0
2025-10-17,Sonsonate,1.2
2025-10-17,Usulután,3.3
2025-10-17,La Paz,3.7
2025-10-17,Cuscatlán,0.7
2025-10-17,Ahuachapán,1.4
2025-10-17,Chalatenango,0
2025-10-17,Morazán,0.5
2025-10-17,San Vicente,2.4
2025-10-17,La Unión,0.4
2025-10-17,Cabañas,4.9
2025-10-18,San Salvador,2.1
2025-10-18,Santa Ana,0
2025-10-18,San Miguel,3.2
2025-10-18,La Libertad,0
2025-10-18,Sonsonate,0
2025-10-18,Usulután,0.5
2025-10-18,La Paz,0
2025-10-18,Cuscatlán,0.7
2025-10-18,Ahuachapán,0
2025-10-18,Chalatenango,3.2
2025-10-18,Morazán,1.5
2025-10-18,San Vicente,2.3
2025-10-18,La Unión,2.3
2025-10-18,Cabañas,0.8
2025-10-19,San Salvador,0
2025-10-19,Santa Ana,0
2025-10-19,San Miguel,0
2025-10-19,La Libertad,0.6
2025-10-19,Sonsonate,0
2025-10-19,Usulután,0
2025-10-19,La Paz,1.7
2025-10-19,Cuscatlán,0.6
2025-10-19,Ahuachapán,1.2
2025-10-19,Chalatenango,5.2
2025-10-19,Morazán,2.5
2025-10-19,San Vicente,0.6
2025-10-19,La Unión,1.1
2025-10-19,Cabañas,0
2025-10-20,San Salvador,1.7
2025-10-20,Santa Ana,3.8
2025-10-20,San Miguel,2.5
2025-10-20,La Libertad,1.9
2025-10-20,Sonsonate,3
2025-10-20,Usulután,0.4
2025-10-20,La Paz,0.5
2025-10-20,Cuscatlán,0
2025-10-20,Ahuachapán,3.5
2025-10-20,Chalatenango,2.5
2025-10-20,Morazán,1.2
2025-10-20,San Vicente,1.8
2025-10-20,La Unión,1.8
2025-10-20,Cabañas,0
2025-10-21,San Salvador,0
2025-10-21,Santa Ana,0
2025-10-21,San Miguel,0
2025-10-21,La Libertad,2.9
2025-10-21,Sonsonate,0.8
2025-10-21,Usulután,0
2025-10-21,La Paz,1.3
2025-10-21,Cuscatlán,0
2025-10-21,Ahuachapán,5.3
2025-10-21,Chalatenango,3.9
2025-10-21,Morazán,1
2025-10-21,San Vicente,1.5
2025-10-21,La Unión,0
2025-10-21,Cabañas,3.1
2025-10-22,San Salvador,0
2025-10-22,Santa Ana,0
2025-10-22,San Miguel,1
2025-10-22,La Libertad,0.4
2025-10-22,Sonsonate,0
2025-10-22,Usulután,0.3
2025-10-22,La Paz,1.9
2025-10-22,Cuscatlán,0
2025-10-22,Ahuachapán,2.4
2025-10-22,Chalatenango,0.5
2025-10-22,Morazán,1.5
2025-10-22,San Vicente,2.3
2025-10-22,La Unión,0.7
2025-10-22,Cabañas,2.5
2025-10-23,San Salvador,0.9
2025-10-23,Santa Ana,1.2
2025-10-23,San Miguel,1.4
2025-10-23,La Libertad,0
2025-10-23,Sonsonate,0.5
2025-10-23,Usulután,0
2025-10-23,La Paz,0.3
2025-10-23,Cuscatlán,0.3
2025-10-23,Ahuachapán,1.9
2025-10-23,Chalatenango,2.5
2025-10-23,Morazán,0.7
2025-10-23,San Vicente,1
2025-10-23,La Unión,0.2
2025-10-23,Cabañas,1.1
2025-10-24,San Salvador,0.7
2025-10-24,Santa Ana,0.9
2025-10-24,San Miguel,0.2
2025-10-24,La Libertad,1.4
2025-10-24,Sonsonate,0
2025-10-24,Usulután,0
2025-10-24,La Paz,0.2
2025-10-24,Cuscatlán,0.2
2025-10-24,Ahuachapán,0.4
2025-10-24,Chalatenango,0.3
2025-10-24,Morazán,0.2
2025-10-24,San Vicente,0.2
2025-10-24,La Unión,0.1
2025-10-24,Cabañas,0.3
2025-10-25,San Salvador,0
2025-10-25,Santa Ana,1.1
2025-10-25,San Miguel,0.1
2025-10-25,La Libertad,0.2
2025-10-25,Sonsonate,0
2025-10-25,Usulután,0
2025-10-25,La Paz,0.1
2025-10-25,Cuscatlán,0.9
2025-10-25,Ahuachapán,1
2025-10-25,Chalatenango,0.2
2025-10-25,Morazán,0
2025-10-25,San Vicente,0.5
2025-10-25,La Unión,0.3
2025-10-25,Cabañas,0.2
2025-10-26,San Salvador,0
2025-10-26,Santa Ana,0.1
2025-10-26,San Miguel,0.3
2025-10-26,La Libertad,0.1
2025-10-26,Sonsonate,0.2
2025-10-26,Usulután,0.2
2025-10-26,La Paz,0.3
2025-10-26,Cuscatlán,0.3
2025-10-26,Ahuachapán,0
2025-10-26,Chalatenango,0
2025-10-26,Morazán,0.1
2025-10-26,San Vicente,0
2025-10-26,La Unión,0.1
2025-10-26,Cabañas,0.7
2025-10-27,San Salvador,0
2025-10-27,Santa Ana,0.2
2025-10-27,San Miguel,0
2025-10-27,La Libertad,0
2025-10-27,Sonsonate,0
2025-10-27,Usulután,0
2025-10-27,La Paz,0
2025-10-27,Cuscatlán,0.1
2025-10-27,Ahuachapán,0.1
2025-10-27,Chalatenango,0.2
2025-10-27,Morazán,0
2025-10-27,San Vicente,0.3
2025-10-27,La Unión,0.1
2025-10-27,Cabañas,0.1
2025-10-28,San Salvador,0
2025-10-28,Santa Ana,0
2025-10-28,San Miguel,0
2025-10-28,La Libertad,0
2025-10-28,Sonsonate,0.1
2025-10-28,Usulután,0
2025-10-28,La Paz,0
2025-10-28,Cuscatlán,0
2025-10-28,Ahuachapán,0.1
2025-10-28,Chalatenango,0.1
2025-10-28,Morazán,0.1
2025-10-28,San Vicente,0
2025-10-28,La Unión,0
2025-10-28,Cabañas,0
2025-10-29,San Salvador,0
2025-10-29,Santa Ana,0
2025-10-29,San Miguel,0
2025-10-29,La Libertad,0
2025-10-29,Sonsonate,0
2025-10-29,Usulután,0
2025-10-29,La Paz,0
2025-10-29,Cuscatlán,0
2025-10-29,Ahuachapán,0
2025-10-29,Chalatenango,0
2025-10-29,Morazán,0
2025-10-29,San Vicente,0
2025-10-29,La Unión,0
2025-10-29,Cabañas,0
2025-10-30,San Salvador,0
2025-10-30,Santa Ana,0
2025-10-30,San Miguel,0
2025-10-30,La Libertad,0
2025-10-30,Sonsonate,0
2025-10-30,Usulután,0
2025-10-30,La Paz,0
2025-10-30,Cuscatlán,0
2025-10-30,Ahuachapán,0
2025-10-30,Chalatenango,0
2025-10-30,Morazán,0
2025-10-30,San Vicente,0
2025-10-30,La Unión,0
2025-10-30,Cabañas,0
2025-10-31,San Salvador,0.1
2025-10-31,Santa Ana,0
2025-10-31,San Miguel,0
2025-10-31,La Libertad,0.1
2025-10-31,Sonsonate,0
2025-10-31,Usulután,0.1
2025-10-31,La Paz,0
2025-10-31,Cuscatlán,0.1
2025-10-31,Ahuachapán,0
2025-10-31,Chalatenango,0
2025-10-31,Morazán,0
2025-10-31,San Vicente,0
2025-10-31,La Unión,0
2025-10-31,Cabañas,0.1
2025-11-01,San Salvador,0.1
2025-11-01,Santa Ana,0.3
2025-11-01,San Miguel,0.1
2025-11-01,La Libertad,0
2025-11-01,Sonsonate,0
2025-11-01,Usulután,0
2025-11-01,La Paz,0
2025-11-01,Cuscatlán,0.2
2025-11-01,Ahuachapán,0.1
2025-11-01,Chalatenango,0.4
2025-11-01,Morazán,0
2025-11-01,San Vicente,0.3
2025-11-01,La Unión,0.1
2025-11-01,Cabañas,0.2
2025-11-02,San Salvador,0.3
2025-11-02,Santa Ana,0.1
2025-11-02,San Miguel,0.1
2025-11-02,La Libertad,0.1
2025-11-02,Sonsonate,0.2
2025-11-02,Usulután,0.2
2025-11-02,La Paz,0.5
2025-11-02,Cuscatlán,0
2025-11-02,Ahuachapán,0.6
2025-11-02,Chalatenango,0
2025-11-02,Morazán,0.4
2025-11-02,San Vicente,0.3
2025-11-02,La Unión,0.2
2025-11-02,Cabañas,0
2025-11-03,San Salvador,0.1
2025-11-03,Santa Ana,0.2
2025-11-03,San Miguel,0.7
2025-11-03,La Libertad,0
2025-11-03,Sonsonate,0.2
2025-11-03,Usulután,0.1
2025-11-03,La Paz,0
2025-11-03,Cuscatlán,0.5
2025-11-03,Ahuachapán,1.7
2025-11-03,Chalatenango,0.7
2025-11-03,Morazán,0
2025-11-03,San Vicente,0.1
2025-11-03,La Unión,0
2025-11-03,Cabañas,0
2025-11-04,San Salvador,0.2
2025-11-04,Santa Ana,0.3
2025-11-04,San Miguel,0.2
2025-11-04,La Libertad,0.7
2025-11-04,Sonsonate,0.4
2025-11-04,Usulután,0.2
2025-11-04,La Paz,0
2025-11-04,Cuscatlán,0
2025-11-04,Ahuachapán,0
2025-11-04,Chalatenango,0.3
2025-11-04,Morazán,0.1
2025-11-04,San Vicente,0.7
2025-11-04,La Unión,0.1
2025-11-04,Cabañas,0.2
